nohup: ignoring input
Job submitted for member 50 and year 2071
Job submitted for member 50 and year 2072
Job submitted for member 50 and year 2073
Job submitted for member 50 and year 2074
Job submitted for member 50 and year 2075
Job submitted for member 50 and year 2076
Job submitted for member 50 and year 2077
Job submitted for member 50 and year 2078
Job submitted for member 50 and year 2079
Job submitted for member 50 and year 2080
Job submitted for member 50 and year 2081
Job submitted for member 50 and year 2082
Job submitted for member 50 and year 2083
Job submitted for member 50 and year 2084
Job submitted for member 50 and year 2085
Job submitted for member 50 and year 2086
Job submitted for member 50 and year 2087
Job submitted for member 50 and year 2088
Job submitted for member 50 and year 2089
Job submitted for member 50 and year 2090
Job submitted for member 50 and year 2091
Job submitted for member 50 and year 2092
Job submitted for member 50 and year 2093
Job submitted for member 50 and year 2094
Job submitted for member 50 and year 2095
Job submitted for member 50 and year 2096
Job submitted for member 50 and year 2097
Job submitted for member 50 and year 2098
Job submitted for member 50 and year 2099
